"method","bias_L","bias_S","bias_var_L","bias_var_S","bias_cov_LS"
"missForest",-0.88882615836012,7.11535989509017,26.9662097189899,-34.4459243613559,-0.0260843915094883
"missRanger",-0.405089246856355,10.5016864425658,0.556644414338757,-33.7489148881175,-0.0739520315073995
"Smriti_Default",-0.0698570933748226,9.20671422746612,5.79010695100024,-32.2446171137608,-0.16660955314988
"Smriti_Robust",0.0304506838879995,7.8757702855994,4.85847209840325,-27.9689020683123,-0.140934679965922
"MICE",0.0243651140300274,9.3741865490918,-3.56656283216161,-26.2897677754791,-0.0847804858805436
"Smriti_FIML",1.26147435329148,-1.94826247287232,-0.941131610446672,-9.9784767721056,0.00332871821063044
"FIML",0.847701470972375,3.10412544621827,-6.9259369185744,-7.42201993243672,-0.0173441559016577
"FIML_Predict",-12.4855498968226,-15.9363851077467,193.692732355913,42.9133996350657,0.982461997912721
